id,org_id_anon,gender,marital,age,education,quest1,quest2,quest3,quest4,quest5,quest6,quest7,quest8,quest9,quest10,quest11,quest12,quest13,quest14,quest15,quest16,quest17,quest18,quest19,quest20,quest21,quest22,quest23,quest24,quest25,quest26,quest27,quest28,quest29,quest30,quest31,quest32,quest33,quest34,quest35,quest36,quest37,quest38,quest39,quest40,quest41,quest42,quest43,quest44,quest45,quest46,quest47,quest48,quest49,quest50,quest51,quest52,quest53,quest54,quest55,quest56,quest57,quest58,quest59,quest60,quest61,quest62,quest63,quest64,quest65,quest66,quest67,quest68,quest69,quest70,quest71,quest72,quest73,quest74,quest75,quest76,quest77,quest78,quest79,quest80,org_climate_score,org_support_score,org_context_score,org_resources_score,change_mgmt_capability_score,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14
11.0,9,1.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,3.0,4.0,1.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,1.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,3.466666666666667,3.066666666666667,3.0,3.466666666666667,3.6,3.2,3.4,3.8,3.4,2.2,3.6,3.6,2.8,2.6,3.0,4.2,3.2,3.4,3.8,0.591603797,0.570789459,0.925627746,0.037285399,-0.74809043,1.022471355,0.549058323,-0.196649962,-0.291155308,0.005637131,1.520121771,0.307121676,0.35119706,0.981795968
12.0,1,2.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.2666666666666666,1.9333333333333333,2.533333333333333,2.066666666666667,2.0,2.8,2.4,1.6,2.0,1.6,2.2,2.8,2.0,2.8,2.4,2.8,1.0,2.0,2.0,-0.181044468,-0.96150299,-1.720687769,-1.238401267,-1.488662724,-1.252470663,-0.581161401,-0.854563706,-0.266614934,-0.661219999,-0.082555594,-2.494529959,-1.464236516,-1.035822472
13.0,6,1.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,3.0,5.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,3.1333333333333333,2.933333333333333,3.2666666666666666,3.533333333333333,2.8,3.2,3.4,2.8,3.4,2.2,3.2,4.2,3.2,2.4,4.0,3.6,3.0,3.0,2.6,0.247086376,0.310906543,-0.212033049,0.337816434,-0.663738147,0.273832309,1.632385368,0.485815957,-0.931727386,1.107054456,0.613879202,-0.151474097,0.00239537,-0.517813703
14.0,15,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,5.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,2.466666666666667,2.6,3.0,2.8666666666666667,2.9,2.2,2.6,2.6,2.4,3.0,2.4,3.0,2.6,3.4,2.2,2.6,3.8,3.0,2.8,-0.792170916,-0.805226523,-0.385219672,-0.981529169,0.323009499,-0.60764786,-0.171243949,-0.531902203,0.194970069,-0.951621805,-0.418675714,0.82628135,0.233093837,-0.259708809
15.0,10,1.0,1.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,5.0,4.0,3.0,5.0,4.0,1.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,5.0,4.0,3.0,3.8,3.3333333333333335,3.2666666666666666,3.466666666666667,3.5,3.6,3.6,4.2,3.8,2.8,3.4,3.6,3.0,3.2,3.8,2.6,4.0,3.0,4.0,1.104201942,0.38243809,1.696746395,1.031786017,0.168302159,0.848120374,0.574095289,-0.015855326,0.162499343,0.851475596,-0.484912284,1.253719065,-0.074011291,1.247531098
16.0,14,1.0,1.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,1.0,5.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,2.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.533333333333333,2.6666666666666665,3.3333333333333335,3.533333333333333,3.1,3.4,3.8,3.4,2.8,2.4,2.8,3.4,3.4,3.2,3.0,3.4,4.2,3.4,2.8,0.635198262,0.775889756,0.592874804,-0.039884852,-0.280595644,-0.224986167,0.189544696,0.759614201,0.415601136,0.021626424,0.353552105,1.621527453,0.627701085,0.080686018
17.0,8,2.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,5.0,2.0,4.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,2.0,5.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,5.0,1.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.4,3.8,4.0,3.2,3.1,3.2,3.8,3.2,4.2,3.0,4.2,4.2,4.2,3.6,2.6,3.4,3.6,3.6,2.6,0.930997107,0.707334352,0.223404122,1.302526471,0.313042804,2.123751553,1.464399706,1.707046626,0.505310696,-0.125418023,0.302175989,0.784788134,0.429455783,-0.633055647
18.0,8,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,2.2,2.466666666666667,2.7333333333333334,2.0,2.5,2.2,2.2,2.2,2.4,2.2,2.8,3.0,3.0,2.2,1.4,2.2,2.4,2.8,2.2,-0.985330201,-0.987145159,-1.02075479,-0.451900597,-0.70478965,-0.094973011,-0.129226872,-0.340216067,-0.85674771,-2.296743215,-0.650766349,-0.475942039,-0.187820003,-0.95851565
19.0,10,2.0,2.0,2.0,1.0,4.0,5.0,4.0,4.0,4.0,2.0,5.0,3.0,4.0,5.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,2.0,3.0,3.0,4.0,3.0,1.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,3.0,1.0,3.0,2.0,3.0,3.6666666666666665,3.4,4.0,3.8666666666666667,3.6,4.2,4.0,2.8,3.0,3.4,3.8,4.2,4.4,3.4,3.8,3.4,4.4,4.2,3.0,1.833503708,1.590833687,-0.184061971,0.494913462,0.809940111,1.179412726,1.242911053,1.435084859,0.500091849,0.656096894,0.442241533,1.630282608,1.533793798,0.067712086
20.0,6,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,5.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.7333333333333334,2.533333333333333,2.2666666666666666,2.533333333333333,2.2,1.8,1.6,1.8,3.8,2.2,1.6,2.6,2.0,2.2,2.8,3.4,1.4,2.6,1.8,-1.049983132,-1.47894785,-1.570611739,1.096526738,-0.581058324,-1.724178755,-0.893957828,-1.194096826,-1.467698232,-0.367008826,0.426786836,-1.804860504,-0.342445005,-1.516754755
21.0,15,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.6666666666666665,3.0,2.7333333333333334,2.7333333333333334,2.1,1.4,4.0,2.6,3.4,2.4,3.2,2.4,3.0,2.8,2.4,2.8,3.0,3.2,1.0,-1.786661548,0.737461551,-0.385180081,0.391194238,-0.524190461,0.326674234,-0.973017088,-0.424157499,-0.39660936,-0.539807805,-0.148541136,-0.077856301,0.334581936,-2.091800875
22.0,11,1.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,3.6666666666666665,3.0,3.466666666666667,3.3333333333333335,3.3,4.0,3.8,3.2,3.0,3.0,3.0,2.8,4.0,3.6,4.0,3.0,3.0,3.2,3.4,1.963124635,0.745307909,0.183773601,-0.184415416,0.448720906,0.11824935,-0.386626814,1.006874409,0.857975547,1.377280334,0.007769413,0.139563116,0.281074528,0.351693045
23.0,9,2.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,1.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,1.0,5.0,5.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.6666666666666665,3.066666666666667,3.1333333333333333,3.2,2.2,3.2,3.4,1.4,4.2,2.6,2.4,3.0,3.0,3.4,2.6,2.8,4.2,2.4,2.0,0.556685296,0.110418088,-1.926242587,1.529406608,-0.203271725,-0.532483662,-0.209166754,0.106625426,0.403936148,-0.396407482,-0.148821688,1.598129449,-0.604864382,-1.103504853
24.0,5,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,2.4,2.4,2.6666666666666665,3.4,2.7,2.2,2.4,2.6,3.0,2.0,2.2,3.6,3.2,1.2,3.2,3.2,3.8,2.6,2.8,-0.874833357,-0.867261363,-0.473896215,-0.07121402,-0.94120209,-1.089354828,0.502428365,0.108188897,-2.43530268,0.119526999,0.156166131,0.719417427,-0.502731527,-0.251777584
25.0,1,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.8666666666666667,1.8,1.9333333333333333,1.8666666666666667,1.6,2.4,1.8,1.4,2.8,1.0,1.6,1.8,2.0,2.0,2.2,1.8,1.6,1.2,2.0,-0.566327362,-1.591423606,-2.222403014,-0.406434135,-2.895488721,-1.300536208,-2.203269031,-1.065695737,-1.391738587,-0.607167405,-1.405709479,-1.491081023,-2.320274169,-0.764217705
